jobsat,ai_use,remote3,country,workexp,devgroup,yourchoice,year
2.0,0.0,Remote,United States of America,20.0,Other,0,2024
7.0,1.0,Remote,Ukraine,14.0,Developer,0,2024
8.0,1.0,Hybrid,France,16.0,Developer,0,2024
8.0,1.0,Hybrid,United States of America,25.0,Developer,0,2024
6.0,1.0,In-person,Canada,14.0,Developer,0,2024
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,24.0,Developer,0,2024
8.0,1.0,Hybrid,India,2.0,Developer,0,2024
9.0,0.0,Remote,Brazil,17.0,Developer,0,2024
3.0,1.0,Hybrid,Poland,26.0,Developer,0,2024
6.0,0.0,Hybrid,Germany,16.0,Developer,0,2024
9.0,1.0,Remote,Ukraine,15.0,Developer,0,2024
6.0,1.0,In-person,Spain,9.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,3.0,Research,0,2024
4.0,1.0,Hybrid,India,17.0,Data/ML,0,2024
7.0,1.0,Remote,Brazil,8.0,Developer,0,2024
7.0,1.0,Hybrid,Brazil,4.0,Developer,0,2024
8.0,0.0,Hybrid,Brazil,19.0,Developer,0,2024
8.0,0.0,Remote,Italy,13.0,Data/ML,0,2024
7.0,0.0,Hybrid,Canada,17.0,Developer,0,2024
9.0,0.0,Remote,Canada,31.0,Developer,0,2024
7.0,1.0,Hybrid,Brazil,2.0,Other,0,2024
4.0,1.0,In-person,France,1.0,Developer,0,2024
8.0,0.0,In-person,United States of America,36.0,Manager,0,2024
7.0,1.0,Remote,United States of America,10.0,Developer,0,2024
9.0,0.0,In-person,Czech Republic,5.0,Data/ML,0,2024
6.0,1.0,In-person,Colombia,3.0,Developer,0,2024
6.0,1.0,Hybrid,Germany,10.0,Data/ML,0,2024
6.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,12.0,Developer,0,2024
9.0,1.0,Remote,Poland,4.0,Developer,0,2024
7.0,1.0,Hybrid,Ukraine,6.0,Developer,0,2024
10.0,1.0,Remote,India,12.0,Developer,0,2024
9.0,1.0,Remote,Ukraine,4.0,Research,0,2024
8.0,0.0,Remote,Ukraine,6.0,Research,0,2024
9.0,0.0,Remote,South Africa,20.0,Developer,0,2024
3.0,0.0,In-person,United States of America,8.0,Data/ML,0,2024
8.0,0.0,Hybrid,Germany,7.0,Developer,0,2024
7.0,1.0,Hybrid,India,7.0,Other,0,2024
10.0,0.0,Hybrid,United States of America,8.0,Manager,0,2024
6.0,1.0,Hybrid,Ukraine,9.0,Other,0,2024
6.0,1.0,Remote,Romania,5.0,Developer,0,2024
6.0,1.0,Remote,Ukraine,3.0,Developer,0,2024
8.0,0.0,Hybrid,United States of America,24.0,Developer,0,2024
4.0,0.0,In-person,United States of America,10.0,Developer,0,2024
8.0,0.0,Remote,United States of America,24.0,Other,0,2024
4.0,1.0,Hybrid,Germany,24.0,Developer,0,2024
9.0,0.0,Hybrid,Sweden,10.0,Developer,0,2024
7.0,0.0,In-person,Germany,14.0,Developer,0,2024
7.0,1.0,Remote,Italy,9.0,Research,0,2024
6.0,0.0,Hybrid,United States of America,8.0,Other,0,2024
5.0,0.0,Hybrid,Germany,17.0,Developer,0,2024
8.0,1.0,Remote,Ukraine,6.0,Developer,0,2024
3.0,1.0,Remote,United States of America,25.0,Developer,0,2024
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,22.0,Manager,0,2024
7.0,0.0,Remote,Colombia,14.0,Developer,0,2024
10.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,25.0,Developer,0,2024
9.0,1.0,Hybrid,Portugal,8.0,Developer,0,2024
5.0,1.0,Remote,Ukraine,0.0,Developer,0,2024
8.0,0.0,Remote,United States of America,15.0,Data/ML,0,2024
1.0,0.0,Remote,Greece,10.0,Developer,0,2024
8.0,0.0,Remote,India,4.0,Developer,0,2024
9.0,1.0,Hybrid,Spain,7.0,Developer,0,2024
8.0,1.0,In-person,Germany,8.0,Developer,0,2024
10.0,1.0,Remote,Nigeria,5.0,Developer,0,2024
7.0,1.0,In-person,Colombia,3.0,Developer,0,2024
1.0,1.0,Remote,United States of America,2.0,Developer,0,2024
6.0,0.0,Remote,United States of America,20.0,Developer,0,2024
8.0,1.0,Hybrid,Czech Republic,15.0,Developer,0,2024
9.0,0.0,Remote,Poland,15.0,Developer,0,2024
10.0,1.0,In-person,United States of America,12.0,Developer,0,2024
7.0,0.0,Hybrid,"Iran, Islamic Republic of...",8.0,Developer,0,2024
9.0,0.0,Remote,Poland,3.0,Other,0,2024
8.0,1.0,Remote,Ukraine,11.0,Developer,0,2024
8.0,1.0,Remote,Poland,3.0,Developer,0,2024
6.0,1.0,Hybrid,Ukraine,4.0,Developer,0,2024
9.0,1.0,Remote,Poland,8.0,Developer,0,2024
7.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,0,2024
6.0,1.0,Hybrid,Brazil,15.0,Data/ML,0,2024
7.0,1.0,In-person,United States of America,1.0,Data/ML,0,2024
9.0,1.0,Hybrid,Germany,12.0,Developer,0,2024
8.0,0.0,Hybrid,Hungary,24.0,Developer,0,2024
6.0,1.0,Hybrid,Brazil,3.0,Developer,0,2024
8.0,1.0,Hybrid,France,7.0,Developer,0,2024
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,12.0,Developer,0,2024
5.0,1.0,Hybrid,United States of America,1.0,Developer,0,2024
9.0,1.0,Remote,United States of America,10.0,Developer,0,2024
7.0,1.0,Hybrid,Spain,5.0,Developer,0,2024
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,1.0,Developer,0,2024
8.0,0.0,Hybrid,United States of America,7.0,Developer,0,2024
7.0,1.0,Remote,Ukraine,18.0,Developer,0,2024
6.0,1.0,Remote,United States of America,30.0,Developer,0,2024
9.0,1.0,Remote,Ukraine,9.0,Developer,0,2024
8.0,1.0,Remote,United States of America,23.0,Developer,0,2024
3.0,0.0,Remote,Germany,11.0,Developer,0,2024
7.0,1.0,Hybrid,France,3.0,Other,0,2024
9.0,0.0,Hybrid,Germany,10.0,Developer,0,2024
3.0,1.0,Hybrid,Austria,12.0,DevOps/Infra,0,2024
4.0,0.0,Remote,"Iran, Islamic Republic of...",15.0,Developer,0,2024
7.0,0.0,Remote,United States of America,6.0,Developer,0,2024
6.0,0.0,Hybrid,United States of America,4.0,Other,0,2024
10.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,0,2024
10.0,1.0,Remote,United States of America,5.0,Developer,0,2024
8.0,1.0,Remote,Ukraine,11.0,Developer,0,2024
7.0,1.0,Hybrid,United States of America,25.0,Research,0,2024
7.0,0.0,Hybrid,Turkey,4.0,Developer,0,2024
5.0,1.0,Remote,Ukraine,7.0,Developer,0,2024
7.0,1.0,Remote,Brazil,3.0,Data/ML,0,2024
2.0,0.0,Hybrid,United States of America,14.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,6.0,Developer,0,2024
8.0,0.0,Remote,United States of America,24.0,Developer,0,2024
0.0,1.0,Remote,Canada,8.0,Developer,0,2024
8.0,0.0,Hybrid,Ukraine,5.0,Developer,0,2024
7.0,0.0,Remote,Spain,15.0,Developer,0,2024
4.0,1.0,Remote,United States of America,4.0,Developer,0,2024
8.0,1.0,Hybrid,United States of America,8.0,Data/ML,0,2024
6.0,0.0,In-person,Belgium,15.0,Other,0,2024
8.0,1.0,Hybrid,Norway,7.0,Developer,0,2024
8.0,0.0,In-person,Denmark,22.0,Developer,0,2024
10.0,1.0,Hybrid,India,1.0,Developer,0,2024
9.0,0.0,Hybrid,Germany,45.0,Other,0,2024
2.0,0.0,Hybrid,United States of America,10.0,Developer,0,2024
8.0,0.0,Remote,United States of America,24.0,Manager,0,2024
7.0,1.0,Hybrid,Sweden,4.0,Developer,0,2024
8.0,1.0,Remote,Ukraine,6.0,Developer,0,2024
8.0,0.0,Hybrid,Australia,7.0,Developer,0,2024
5.0,0.0,In-person,United States of America,3.0,Developer,0,2024
4.0,0.0,Remote,Canada,12.0,Developer,0,2024
4.0,1.0,Remote,United States of America,10.0,Developer,0,2024
8.0,0.0,Remote,New Zealand,17.0,Developer,0,2024
8.0,1.0,Hybrid,Bulgaria,10.0,Developer,0,2024
7.0,0.0,Hybrid,France,8.0,Developer,0,2024
8.0,1.0,Remote,United States of America,13.0,Developer,0,2024
3.0,1.0,Remote,United States of America,7.0,Developer,0,2024
9.0,1.0,Remote,Brazil,14.0,Developer,0,2024
5.0,1.0,Hybrid,Egypt,5.0,Other,0,2024
6.0,1.0,Remote,Ukraine,4.0,Other,0,2024
5.0,1.0,Hybrid,Canada,25.0,Developer,0,2024
10.0,1.0,Hybrid,Viet Nam,8.0,Other,0,2024
8.0,0.0,In-person,United States of America,28.0,Developer,0,2024
9.0,1.0,Hybrid,Belgium,4.0,Developer,0,2024
2.0,0.0,Remote,Japan,19.0,Developer,0,2024
5.0,0.0,Remote,United States of America,8.0,Developer,0,2024
6.0,1.0,Hybrid,Czech Republic,2.0,Developer,0,2024
8.0,1.0,Hybrid,Hungary,28.0,Developer,0,2024
9.0,0.0,Remote,United States of America,8.0,Developer,0,2024
7.0,1.0,Remote,New Zealand,8.0,Developer,0,2024
7.0,0.0,Hybrid,Norway,13.0,Developer,0,2024
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,7.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,1.0,Developer,0,2024
7.0,0.0,In-person,United States of America,20.0,Developer,0,2024
8.0,1.0,Remote,Brazil,16.0,Developer,0,2024
10.0,1.0,Remote,Bangladesh,14.0,Developer,0,2024
10.0,0.0,In-person,United States of America,27.0,Research,0,2024
8.0,0.0,Hybrid,Sweden,20.0,Developer,0,2024
6.0,1.0,Hybrid,Netherlands,10.0,Other,0,2024
6.0,1.0,Hybrid,Bulgaria,8.0,Developer,0,2024
7.0,1.0,Hybrid,United States of America,4.0,DevOps/Infra,0,2024
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2024
7.0,0.0,Remote,Australia,32.0,DevOps/Infra,0,2024
6.0,0.0,Remote,Italy,4.0,Developer,0,2024
6.0,1.0,In-person,Australia,8.0,Developer,0,2024
6.0,1.0,Hybrid,United States of America,8.0,Other,0,2024
8.0,1.0,Hybrid,Australia,14.0,Developer,0,2024
8.0,0.0,Remote,United States of America,15.0,Developer,0,2024
8.0,1.0,Remote,United States of America,33.0,Developer,0,2024
3.0,1.0,Remote,United States of America,20.0,Developer,0,2024
7.0,1.0,Hybrid,Brazil,2.0,Developer,0,2024
7.0,0.0,Remote,United States of America,10.0,Developer,0,2024
4.0,1.0,In-person,Brazil,6.0,Other,0,2024
7.0,1.0,In-person,Brazil,2.0,Developer,0,2024
5.0,1.0,Remote,Canada,16.0,Developer,0,2024
3.0,0.0,Hybrid,Canada,13.0,Other,0,2024
10.0,0.0,Hybrid,Canada,28.0,Other,0,2024
0.0,1.0,Hybrid,United States of America,12.0,Manager,0,2024
10.0,1.0,Remote,Ukraine,3.0,Developer,0,2024
8.0,1.0,Hybrid,United States of America,1.0,Student,0,2024
1.0,1.0,Remote,United States of America,6.0,Developer,0,2024
8.0,0.0,Hybrid,United States of America,3.0,Developer,0,2024
8.0,1.0,In-person,Portugal,6.0,Developer,0,2024
6.0,1.0,Hybrid,Nigeria,15.0,Manager,0,2024
8.0,0.0,Hybrid,Bangladesh,16.0,Developer,0,2024
7.0,1.0,Hybrid,Australia,3.0,Other,0,2024
8.0,1.0,Remote,Canada,16.0,Developer,0,2024
8.0,1.0,Hybrid,Japan,4.0,Developer,0,2024
3.0,1.0,Remote,Poland,4.0,Research,0,2024
7.0,1.0,In-person,Mexico,3.0,Developer,0,2024
3.0,0.0,Remote,Canada,10.0,Developer,0,2024
8.0,0.0,Hybrid,United States of America,1.0,Other,0,2024
9.0,1.0,Remote,Canada,30.0,Developer,0,2024
6.0,1.0,Remote,United States of America,7.0,Developer,0,2024
8.0,1.0,Remote,Colombia,3.0,DevOps/Infra,0,2024
7.0,0.0,Hybrid,Australia,23.0,DevOps/Infra,0,2024
10.0,1.0,Remote,Japan,25.0,Developer,0,2024
8.0,1.0,Remote,United States of America,10.0,Developer,0,2024
7.0,0.0,Hybrid,Australia,6.0,DevOps/Infra,0,2024
6.0,0.0,Remote,United States of America,12.0,Data/ML,0,2024
7.0,0.0,Remote,United States of America,31.0,Developer,0,2024
8.0,1.0,Hybrid,United States of America,7.0,Developer,0,2024
1.0,0.0,Remote,United States of America,6.0,DevOps/Infra,0,2024
8.0,1.0,In-person,Indonesia,27.0,Developer,0,2024
7.0,1.0,Hybrid,United States of America,18.0,Manager,0,2024
10.0,1.0,Hybrid,United States of America,40.0,Developer,0,2024
7.0,1.0,Hybrid,Australia,10.0,Developer,0,2024
6.0,0.0,Remote,Germany,12.0,Manager,0,2024
6.0,0.0,Hybrid,New Zealand,6.0,Developer,0,2024
6.0,1.0,Hybrid,New Zealand,23.0,Developer,0,2024
8.0,0.0,Remote,United States of America,3.0,Developer,0,2024
10.0,1.0,Hybrid,United States of America,38.0,Other,0,2024
6.0,0.0,Remote,United States of America,25.0,Developer,0,2024
3.0,1.0,Remote,Australia,25.0,Developer,0,2024
8.0,0.0,Remote,United States of America,5.0,Developer,0,2024
7.0,0.0,Remote,Sweden,17.0,Developer,0,2024
7.0,0.0,In-person,Viet Nam,4.0,Developer,0,2024
9.0,0.0,Hybrid,United States of America,19.0,Developer,0,2024
9.0,0.0,Remote,United States of America,12.0,Developer,0,2024
6.0,1.0,Hybrid,India,15.0,Developer,0,2024
10.0,1.0,In-person,United States of America,7.0,Developer,0,2024
8.0,0.0,Remote,United States of America,4.0,Developer,0,2024
7.0,1.0,Remote,Germany,8.0,Developer,0,2024
3.0,0.0,Hybrid,Brazil,5.0,Data/ML,0,2024
7.0,1.0,Remote,India,6.0,Developer,0,2024
8.0,1.0,Hybrid,Indonesia,12.0,Developer,0,2024
7.0,1.0,In-person,Viet Nam,6.0,Developer,0,2024
6.0,0.0,Remote,United States of America,30.0,Manager,0,2024
3.0,1.0,In-person,India,3.0,Developer,0,2024
8.0,0.0,Remote,United States of America,9.0,Developer,0,2024
9.0,0.0,Hybrid,Germany,22.0,Developer,0,2024
5.0,0.0,Hybrid,United States of America,3.0,Developer,0,2024
7.0,1.0,Remote,India,8.0,Developer,0,2024
10.0,0.0,Remote,United States of America,3.0,Data/ML,0,2024
7.0,1.0,Hybrid,Australia,10.0,Developer,0,2024
8.0,0.0,Remote,United States of America,14.0,Developer,0,2024
10.0,0.0,Hybrid,Japan,18.0,Developer,0,2024
10.0,1.0,In-person,India,1.0,Developer,0,2024
7.0,1.0,Hybrid,United States of America,26.0,Manager,0,2024
7.0,1.0,In-person,Australia,4.0,Developer,0,2024
8.0,1.0,Hybrid,Canada,15.0,Developer,0,2024
5.0,1.0,In-person,Pakistan,4.0,Developer,0,2024
4.0,0.0,Remote,United States of America,14.0,Developer,0,2024
8.0,0.0,Remote,United States of America,16.0,Manager,0,2024
8.0,1.0,Remote,India,10.0,Research,0,2024
8.0,1.0,In-person,Canada,1.0,Developer,0,2024
6.0,1.0,Remote,Canada,20.0,Developer,0,2024
7.0,0.0,Hybrid,Australia,16.0,Developer,0,2024
5.0,0.0,In-person,Czech Republic,20.0,Developer,0,2024
7.0,1.0,In-person,India,2.0,Developer,0,2024
3.0,1.0,Remote,United States of America,14.0,Developer,0,2024
7.0,1.0,Remote,India,6.0,Developer,0,2024
9.0,1.0,Hybrid,India,10.0,Developer,0,2024
10.0,0.0,Hybrid,Australia,22.0,Developer,0,2024
4.0,1.0,In-person,Turkey,4.0,Other,0,2024
9.0,1.0,In-person,South Africa,25.0,Manager,0,2024
9.0,1.0,Hybrid,New Zealand,3.0,Developer,0,2024
8.0,0.0,Hybrid,India,6.0,Developer,0,2024
10.0,1.0,Remote,Canada,5.0,Developer,0,2024
8.0,0.0,Hybrid,Viet Nam,9.0,Developer,0,2024
6.0,1.0,In-person,India,7.0,Developer,0,2024
8.0,0.0,Remote,United States of America,14.0,Developer,0,2024
5.0,0.0,Hybrid,Sweden,10.0,Developer,0,2024
3.0,0.0,In-person,India,2.0,Developer,0,2024
5.0,0.0,Remote,United States of America,8.0,Developer,0,2024
7.0,1.0,Remote,United States of America,7.0,Developer,0,2024
8.0,1.0,In-person,Pakistan,6.0,Developer,0,2024
9.0,1.0,Remote,United States of America,10.0,Developer,0,2024
4.0,1.0,Remote,Pakistan,6.0,Developer,0,2024
10.0,1.0,Remote,Ukraine,10.0,Developer,0,2024
8.0,1.0,Hybrid,Turkey,35.0,Developer,0,2024
8.0,0.0,Hybrid,Australia,25.0,Manager,0,2024
6.0,1.0,Remote,Germany,8.0,Developer,0,2024
6.0,1.0,Hybrid,India,10.0,Developer,0,2024
9.0,0.0,Hybrid,United States of America,16.0,Developer,0,2024
5.0,1.0,Remote,Australia,31.0,DevOps/Infra,0,2024
8.0,1.0,Remote,India,6.0,Developer,0,2024
5.0,0.0,In-person,India,10.0,Developer,0,2024
8.0,1.0,In-person,China,10.0,Developer,0,2024
7.0,0.0,Hybrid,India,15.0,Other,0,2024
7.0,0.0,Remote,"Iran, Islamic Republic of...",2.0,Data/ML,0,2024
9.0,1.0,In-person,"Iran, Islamic Republic of...",33.0,Other,0,2024
7.0,1.0,Hybrid,Ukraine,2.0,Data/ML,0,2024
5.0,1.0,Hybrid,France,22.0,Developer,0,2024
7.0,0.0,Remote,Ukraine,7.0,Developer,0,2024
8.0,1.0,Hybrid,Czech Republic,29.0,Developer,0,2024
6.0,1.0,Hybrid,India,8.0,DevOps/Infra,0,2024
9.0,1.0,In-person,Australia,28.0,Developer,0,2024
6.0,1.0,Hybrid,India,8.0,Developer,0,2024
7.0,1.0,Remote,United States of America,7.0,Developer,0,2024
8.0,0.0,In-person,Germany,35.0,Research,0,2024
5.0,1.0,Hybrid,United States of America,4.0,Developer,0,2024
6.0,0.0,Hybrid,Poland,4.0,Developer,0,2024
5.0,1.0,Remote,Ukraine,5.0,Developer,0,2024
8.0,0.0,Hybrid,Viet Nam,14.0,Manager,0,2024
9.0,1.0,In-person,India,6.0,Developer,0,2024
3.0,1.0,In-person,India,2.0,Developer,0,2024
7.0,1.0,Remote,United States of America,4.0,Developer,0,2024
8.0,0.0,Hybrid,Austria,12.0,Developer,0,2024
8.0,0.0,In-person,Switzerland,15.0,Other,0,2024
6.0,1.0,Hybrid,Germany,7.0,Developer,0,2024
8.0,1.0,Remote,Ukraine,4.0,Developer,0,2024
10.0,0.0,Remote,United States of America,18.0,Developer,0,2024
6.0,1.0,In-person,India,1.0,Developer,0,2024
8.0,1.0,In-person,India,1.0,Developer,0,2024
8.0,0.0,Hybrid,Ireland,14.0,DevOps/Infra,0,2024
9.0,1.0,Hybrid,France,4.0,Data/ML,0,2024
5.0,1.0,In-person,India,1.0,Developer,0,2024
9.0,1.0,In-person,Pakistan,5.0,Developer,0,2024
7.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,1.0,Other,0,2024
10.0,0.0,Hybrid,India,11.0,Developer,0,2024
7.0,1.0,In-person,India,1.0,Developer,0,2024
5.0,0.0,Hybrid,Ukraine,2.0,Data/ML,0,2024
9.0,1.0,In-person,France,5.0,Developer,0,2024
7.0,1.0,Hybrid,Australia,35.0,Developer,0,2024
9.0,1.0,In-person,China,20.0,Developer,0,2024
7.0,1.0,In-person,Italy,22.0,Developer,0,2024
9.0,1.0,Hybrid,Austria,20.0,Manager,0,2024
5.0,1.0,In-person,Taiwan,16.0,Developer,0,2024
9.0,0.0,Hybrid,Ukraine,14.0,Developer,0,2024
7.0,1.0,Remote,Hungary,3.0,Developer,0,2024
8.0,1.0,Hybrid,Netherlands,7.0,Developer,0,2024
8.0,1.0,Remote,Ukraine,2.0,Developer,0,2024
6.0,0.0,Hybrid,India,5.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,16.0,Developer,0,2024
8.0,0.0,Remote,Finland,15.0,Developer,0,2024
6.0,0.0,Remote,Germany,20.0,Developer,0,2024
8.0,0.0,Hybrid,Austria,20.0,Developer,0,2024
8.0,1.0,In-person,Austria,12.0,Developer,0,2024
7.0,0.0,Hybrid,India,7.0,Other,0,2024
8.0,0.0,Remote,Ukraine,23.0,Developer,0,2024
7.0,0.0,Hybrid,India,6.0,Developer,0,2024
8.0,0.0,In-person,Germany,9.0,Developer,0,2024
5.0,0.0,In-person,India,2.0,Developer,0,2024
5.0,1.0,Remote,Japan,14.0,Research,0,2024
8.0,1.0,Hybrid,India,9.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,15.0,Developer,0,2024
4.0,1.0,Hybrid,Germany,4.0,Developer,0,2024
9.0,1.0,Remote,Germany,8.0,Developer,0,2024
5.0,1.0,Hybrid,Russian Federation,1.0,DevOps/Infra,0,2024
8.0,0.0,In-person,Romania,11.0,DevOps/Infra,0,2024
6.0,0.0,In-person,India,10.0,Developer,0,2024
8.0,1.0,In-person,China,1.0,Developer,0,2024
8.0,1.0,Hybrid,China,8.0,Developer,0,2024
7.0,1.0,Remote,Russian Federation,2.0,Developer,0,2024
0.0,0.0,Remote,"Iran, Islamic Republic of...",2.0,Developer,0,2024
9.0,1.0,Hybrid,Poland,17.0,Developer,0,2024
7.0,0.0,In-person,India,6.0,Developer,0,2024
6.0,1.0,In-person,India,2.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,15.0,Manager,0,2024
8.0,1.0,Remote,United States of America,46.0,Data/ML,0,2024
9.0,0.0,Remote,United States of America,13.0,Developer,0,2024
6.0,0.0,Hybrid,Italy,9.0,Data/ML,0,2024
8.0,1.0,Remote,United States of America,20.0,Manager,0,2024
7.0,1.0,In-person,China,3.0,Developer,0,2024
8.0,0.0,Remote,United States of America,15.0,Developer,0,2024
7.0,0.0,Hybrid,Germany,9.0,Developer,0,2024
7.0,1.0,In-person,Viet Nam,4.0,Manager,0,2024
8.0,0.0,In-person,Germany,4.0,Developer,0,2024
3.0,1.0,In-person,France,6.0,DevOps/Infra,0,2024
7.0,1.0,Hybrid,France,9.0,Developer,0,2024
7.0,1.0,Remote,India,8.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,13.0,Manager,0,2024
3.0,1.0,Hybrid,Ukraine,12.0,Developer,0,2024
9.0,0.0,Hybrid,Switzerland,2.0,Developer,0,2024
7.0,0.0,In-person,China,10.0,Developer,0,2024
6.0,0.0,In-person,Germany,5.0,Developer,0,2024
2.0,1.0,Hybrid,Germany,18.0,Manager,0,2024
5.0,0.0,Hybrid,Bulgaria,10.0,Manager,0,2024
9.0,1.0,Remote,Ukraine,11.0,Developer,0,2024
9.0,1.0,Hybrid,Germany,14.0,Developer,0,2024
7.0,1.0,Remote,Argentina,13.0,Manager,0,2024
10.0,1.0,Hybrid,United States of America,12.0,Other,0,2024
7.0,1.0,Remote,Serbia,15.0,Developer,0,2024
9.0,1.0,Hybrid,United States of America,5.0,Developer,0,2024
5.0,1.0,Hybrid,Germany,4.0,Research,0,2024
6.0,1.0,Hybrid,Czech Republic,2.0,Developer,0,2024
8.0,0.0,In-person,Greece,20.0,Other,0,2024
8.0,1.0,In-person,Germany,6.0,Developer,0,2024
9.0,1.0,Hybrid,Lithuania,6.0,Developer,0,2024
10.0,1.0,Hybrid,Lithuania,1.0,Developer,0,2024
2.0,1.0,Hybrid,Italy,4.0,Developer,0,2024
7.0,0.0,Hybrid,Spain,4.0,Developer,0,2024
6.0,0.0,Hybrid,Serbia,6.0,Developer,0,2024
2.0,0.0,Hybrid,Japan,3.0,Developer,0,2024
5.0,1.0,Hybrid,Romania,40.0,Other,0,2024
5.0,1.0,Hybrid,Ukraine,6.0,Developer,0,2024
6.0,1.0,Remote,Ukraine,12.0,Data/ML,0,2024
8.0,1.0,Hybrid,Norway,2.0,Research,0,2024
6.0,1.0,Remote,Ukraine,2.0,Developer,0,2024
6.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,17.0,Developer,0,2024
10.0,1.0,Remote,Germany,7.0,Developer,0,2024
7.0,1.0,Hybrid,France,8.0,Manager,0,2024
8.0,1.0,Hybrid,Lithuania,12.0,Developer,0,2024
5.0,1.0,In-person,Viet Nam,4.0,Developer,0,2024
9.0,1.0,Hybrid,Australia,21.0,DevOps/Infra,0,2024
5.0,0.0,Hybrid,Germany,25.0,Other,0,2024
7.0,1.0,In-person,China,3.0,Developer,0,2024
6.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,5.0,Data/ML,0,2024
1.0,1.0,In-person,India,1.0,Developer,0,2024
6.0,1.0,Hybrid,Hungary,3.0,Developer,0,2024
6.0,1.0,Hybrid,Italy,4.0,Developer,0,2024
7.0,0.0,Hybrid,Italy,6.0,Developer,0,2024
7.0,0.0,Hybrid,Poland,25.0,Developer,0,2024
8.0,1.0,Remote,Poland,6.0,Developer,0,2024
8.0,1.0,Remote,Hungary,24.0,Developer,0,2024
5.0,0.0,Hybrid,Pakistan,10.0,Developer,0,2024
9.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,16.0,Developer,0,2024
7.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,16.0,Developer,0,2024
8.0,0.0,Remote,Ukraine,11.0,Data/ML,0,2024
8.0,1.0,Remote,Germany,24.0,Developer,0,2024
8.0,1.0,In-person,Netherlands,9.0,Developer,0,2024
7.0,1.0,Hybrid,Poland,20.0,Developer,0,2024
6.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,45.0,Developer,0,2024
6.0,0.0,Hybrid,France,5.0,Data/ML,0,2024
7.0,0.0,Remote,France,3.0,Developer,0,2024
2.0,1.0,Hybrid,Austria,27.0,Developer,0,2024
8.0,1.0,Hybrid,Denmark,15.0,Developer,0,2024
6.0,0.0,Remote,Finland,16.0,DevOps/Infra,0,2024
8.0,1.0,Hybrid,Germany,6.0,Research,0,2024
9.0,1.0,Remote,Italy,16.0,Data/ML,0,2024
8.0,1.0,Hybrid,France,15.0,Data/ML,0,2024
8.0,1.0,Remote,Turkey,3.0,Developer,0,2024
7.0,0.0,Hybrid,Austria,5.0,Developer,0,2024
3.0,0.0,Remote,Russian Federation,45.0,Data/ML,0,2024
8.0,1.0,Hybrid,Indonesia,36.0,Research,0,2024
5.0,0.0,In-person,China,9.0,Developer,0,2024
7.0,1.0,Hybrid,Italy,3.0,Developer,0,2024
8.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2024
8.0,0.0,Remote,Czech Republic,7.0,Developer,0,2024
6.0,0.0,Remote,Sweden,3.0,Developer,0,2024
9.0,0.0,Remote,Ukraine,5.0,Developer,0,2024
7.0,0.0,Remote,Germany,8.0,Developer,0,2024
6.0,1.0,Hybrid,Switzerland,20.0,Developer,0,2024
10.0,1.0,In-person,India,4.0,Developer,0,2024
10.0,1.0,Hybrid,Portugal,8.0,Developer,0,2024
8.0,0.0,Hybrid,France,19.0,Developer,0,2024
10.0,0.0,Hybrid,Israel,8.0,Developer,0,2024
5.0,0.0,Hybrid,Switzerland,14.0,Developer,0,2024
6.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,0,2024
7.0,1.0,Hybrid,France,5.0,Developer,0,2024
10.0,0.0,Remote,Portugal,8.0,Developer,0,2024
7.0,1.0,Remote,Ukraine,1.0,Developer,0,2024
9.0,1.0,In-person,India,12.0,Developer,0,2024
8.0,0.0,In-person,Poland,23.0,Developer,0,2024
8.0,0.0,Hybrid,Italy,8.0,Developer,0,2024
6.0,0.0,Hybrid,Austria,1.0,Developer,0,2024
7.0,1.0,Hybrid,France,8.0,Developer,0,2024
8.0,1.0,Hybrid,Ukraine,9.0,Manager,0,2024
1.0,1.0,Hybrid,Nigeria,0.0,Other,0,2024
7.0,0.0,In-person,Norway,19.0,Developer,0,2024
